INFO: float precision operand used.

Device : Tesla T4
maxThreadsPerMultiProcessor : 1024
maxGridSize : (2147483647, 65535, 65535)
maxThreadsPerBlock : 1024
maxThreadsDim : (1024, 1024, 64)
regsPerMultiprocessor : 65536
regsPerBlock : 65536
Cuda driver version: 11040
Cuda rt version: 11030
INFO: Warp Occupancy with block size 64 : 25%
INFO: Estimated max occupancy with block size =  256, min grid size = 40

INFO: grid size = 5120 x 1, block size =  8 x 8
INFO: Creating 10 boundless plane surfaces
Warning! Generated particle rejected!
Warning! Generated particle rejected!
Warning! Generated particle rejected!
Warning! Generated particle rejected!
Warning! Generated particle rejected!
Warning! Generated particle rejected!
Warning! Generated particle rejected!
Warning! Generated particle rejected!

INFO: Time (ms) to run simulation: 2278.81
20, 25626974
19, 25626974
17, 25626974
19, 25626974
21, 25626974
20, 25626974
21, 25626974
21, 25626974
20, 25626974
17, 25626974
20, 25626974
21, 25626974
19, 25626974
20, 25626974
20, 25626974
18, 25626974
19, 25626974
19, 25626974
20, 25626974
20, 25626974
20, 25626974
20, 25626974
18, 25626974
21, 25626974
21, 25626974
18, 25626974
21, 25626974
20, 25626974
20, 25626974
21, 25626974
18, 25626974
19, 25626974
20, 25798067
21, 25798067
20, 25798067
18, 25798067
20, 25798067
19, 25798067
18, 25798067
18, 25798067
20, 25798067
21, 25798067
19, 25798067
19, 25798067
21, 25798067
20, 25798067
20, 25798067
19, 25798067
19, 25798067
20, 25798067
19, 25798067
21, 25798067
19, 25798067
21, 25798067
20, 25798067
20, 25798067
18, 25798067
20, 25798067
18, 25798067
19, 25798067
20, 25798067
20, 25798067
17, 25798067
20, 25798067
18, 25837428
20, 25837428
20, 25837428
20, 25837428
19, 25837428
21, 25837428
19, 25837428
20, 25837428
20, 25837428
21, 25837428
20, 25837428
19, 25837428
19, 25837428
18, 25837428
20, 25837428
21, 25837428
20, 25837428
21, 25837428
20, 25837428
20, 25837428
20, 25837428
21, 25837428
19, 25837428
20, 25837428
19, 25837428
19, 25837428
18, 25837428
20, 25837428
19, 25837428
19, 25837428
20, 25837428
20, 25837428
21, 27244528
21, 27244528
21, 27244528
19, 27244528
19, 27244528
18, 27244528
20, 27244528
20, 27244528
17, 27244528
19, 27244528
19, 27244528
20, 27244528
21, 27244528
20, 27244528
18, 27244528
19, 27244528
19, 27244528
19, 27244528
19, 27244528
20, 27244528
19, 27244528
20, 27244528
20, 27244528
20, 27244528
20, 27244528
20, 27244528
21, 27244528
20, 27244528
19, 27244528
20, 27244528
20, 27244528
19, 27244528
18, 29161297
20, 29161297
18, 29161297
20, 29161297
19, 29161297
21, 29161297
20, 29161297
20, 29161297
20, 29161297
19, 29161297
21, 29161297
20, 29161297
19, 29161297
21, 29161297
20, 29161297
18, 29161297
17, 32973186
21, 32973186
21, 32973186
18, 32973186
19, 32973186
20, 32973186
20, 32973186
19, 32973186
19, 32973186
20, 32973186
20, 32973186
19, 32973186
20, 32973186
19, 32973186
20, 32973186
19, 32973186
19, 32973186
20, 32973186
20, 32973186
20, 32973186
20, 32973186
21, 32973186
20, 32973186
20, 32973186
21, 32973186
19, 32973186
20, 32973186
20, 32973186
21, 32973186
19, 32973186
20, 32973186
18, 32973186
20, 33094561
21, 33094561
21, 33094561
21, 33094561
20, 33094561
19, 33094561
18, 33094561
19, 33094561
21, 33094561
20, 33094561
19, 33094561
19, 33094561
19, 33094561
21, 33094561
19, 33094561
19, 33094561
20, 33094561
21, 33094561
19, 33094561
21, 33094561
21, 33094561
19, 33094561
19, 33094561
19, 33094561
20, 33094561
18, 33094561
20, 33094561
21, 33094561
19, 33094561
19, 33094561
17, 33094561
21, 33094561
21, 34726615
19, 34726615
20, 34726615
20, 34726615
18, 34726615
21, 34726615
21, 34726615
21, 34726615
21, 34726615
19, 34726615
21, 34726615
19, 34726615
19, 34726615
19, 34726615
19, 34726615
20, 34726615
20, 34726615
20, 34726615
19, 34726615
19, 34726615
21, 34726615
18, 34726615
19, 34726615
18, 34726615
20, 34726615
21, 34726615
20, 34726615
20, 34726615
20, 34726615
19, 34726615
18, 34726615
21, 34726615
19, 36880792
18, 36880792
21, 36880792
19, 36880792
20, 36880792
20, 36880792
20, 36880792
20, 36880792
18, 36880792
20, 36880792
